"","gvkey","conm","tic","cusip","cik","sic","naics","gsubind","gind","year1","year2"
"8268","034895","GOLDMAN SS MF MNUF RVTON ETF","GMAN","381430271",NA,"6722","525910",NA,NA,2019,2019
"8269","034896","GOLDMAN SHS MIF HUN ELTN ETF","GDNA","381430297",NA,"6722","525910",NA,NA,2019,2019
"8270","034897","GOLDMAN SCHS MTF FIN RGD ETF","GFIN","381430321",NA,"6722","525910",NA,NA,2019,2019
"8271","034898","GOLDMAN SHS MF NW AGE CR ETF","GBUY.1","381430255",NA,"6722","525910",NA,NA,2019,2019
"8272","034904","DESJARDNS EMG MKTS MF LW ETF","DRFE.","25060F100",NA,"6722","525910",NA,NA,2019,2021
"8273","034905","XTRACKERS MSCI US ESG EQ ETF","USSG","233051150",NA,"6722","525910",NA,NA,2019,2021
"8274","034906","DESJRDNS RI GL MF FL RSR ETF","DRFG.","25061T109",NA,"6722","525910",NA,NA,2019,2021
"8275","034907","ISHARES MSCI JAPAN VALUE ETF","EWJV","46435U374",NA,"6722","525910",NA,NA,2019,2021
"8276","034908","ISHARS MSCI JPN EQL WGHT ETF","EWJE","46435U382",NA,"6722","525910",NA,NA,2019,2021
"8277","034910","LIGHTSPEED COMMERCE INC","LSPD","53229C107","0001823306","7370","518210","45103010","451030",2015,2021
"8278","034915","FUJIAN BLUE HAT INTERACTIVE","BHAT","G1329V205","0001759136","7372","511210","50202020","502020",2017,2021
"8279","034916","RUHNN HOLDING LTD -ADR","RUHN","781314109","0001753268","5961","454110","25502020","255020",2016,2019
"8280","034918","ISWILL ACQUISITION CO -REDH","IWAC.U","46499C930","0001765604","9995","999990",NA,NA,2018,2018
"8281","034919","TRADEWEB MARKETS INC","TW","892672106","0001758730","7370","519130","40203040","402030",2016,2021
"8282","034920","HAPPINESS DEVELOPMENT GRP LT","HAPP","G4289N114","0001751876","2834","325412","30302010","303020",2017,2020
"8283","034925","JPMORGAN BB US AGGR BD ETF","BBSA","46641Q258",NA,"6722","525910",NA,NA,2019,2021
"8284","034926","PACER SALT LW TBT US MKT ETF","LSLT","69374H592",NA,"6722","525910",NA,NA,2019,2021
"8285","034929","X4 PHARMACEUTICALS INC","XFOR","98420X103","0001501697","2836","325414","35201010","352010",2017,2021
"8286","034930","RYZZ MD FS PL ETF (THE)","RYZZ","26922A255",NA,"6722","525910",NA,NA,2019,2019
"8287","034937","FIRST SEACOAST BANCORP","FSEA","33631P102","0001769267","6035","522120","40102010","401020",2017,2021
"8288","034938","RICHMOND MUTUAL BANCO INC","RMBI","76525P100","0001767837","6020","522110","40101015","401010",2017,2021
"8289","034939","PIONEER BANCORP INC","PBFS","723561106","0001769663","6036","522120","40102010","401020",2017,2021
"8290","034940","B RILEY PRINCIPAL MERGER","BRPM.1","05586Y106",NA,"9995","999990",NA,NA,2017,2018
"8291","034941","TARGET HOSPITALITY CORP","TH","87615L107","0001712189","6510","531110","25301020","253010",2016,2021
"8292","034942","PDS BIOTECHNOLOGY CORP","PDSB","70465T107","0001472091","2836","325414","35201010","352010",2018,2021
"8293","034945","BIOCERES CROP SOLUTIONS CORP","BIOX","G1117K114","0001769484","2870","325320","15101030","151010",2015,2021
"8294","034946","REPLAY ACQUISITION CORP","RPLA","G75130107","0001763731","9995","999990",NA,NA,2018,2020
"8295","034953","PALOMAR HOLDINGS INC","PLMR","69753M105","0001761312","6331","524126","40301040","403010",2016,2021
"8296","034954","CHANGE HEALTHCARE INC","CHNG","15912K100","0001756497","7372","511210","35103010","351030",2017,2021
"8297","034955","PAGERDUTY INC","PD","69553P100","0001568100","7370","519130","45103010","451030",2017,2021
"8298","034956","DIAMOND S SHIPPING INC","DSSI","Y20676105","0001761940","4412","483111","10102040","101020",2016,2020
"8299","034961","ALIGHT INC -REDH -OLD","ALIT.1","01626N101",NA,"7370","519130","45103010","451030",2017,2018
"8300","034962","8I ENTPRIS ACQ CORP","JFK","G2956M104","0001753648","9995","999990",NA,NA,2018,2020
"8301","034963","INSURANCE ACQ CORP","INSU","457867109",NA,"9995","999990",NA,NA,2018,2019
"8302","034964","HOYA CAPITAL HOUSING ETF","HOMZ","26922A230",NA,"6722","525910",NA,NA,2019,2021
"8303","034965","JUMIA TECHNOLOGIE -ADR","JMIA","48138M105","0001756708","5961","454110","25502020","255020",2017,2021
"8304","034981","ISHARES MSCI MKTS INDEX ETF","XSEM.","46437F102",NA,"6722","525910",NA,NA,2019,2021
"8305","034982","ISHARES  MSCI USA INDEX ETF","XSUS.","46437X103",NA,"6722","525910",NA,NA,2019,2021
"8306","034983","ISHARES CAD ST TM BD INX ETF","XSTB.","46436N106",NA,"6722","525910",NA,NA,2019,2021
"8307","034984","DISNEY (WALT) CO -PRO FORMA","DIS.P","25499B936",NA,"4888","515120",NA,NA,2017,2017
"8308","034985","ISHARES  MSCI EAFE INDX ETF","XSEA.","46436M108",NA,"6722","525910",NA,NA,2019,2021
"8309","034986","ISHARES CAD AGGT BD INDX ETF","XSAB.","46436P101",NA,"6722","525910",NA,NA,2019,2021
"8310","034987","DELTASHARES S&P EM & MR ETF","DMRE","89349P503",NA,"6722","525910",NA,NA,2019,2021
"8311","034988","ISHARES ES MSCI CAD INDX ETF","XESG.","46437H108",NA,"6722","525910",NA,NA,2019,2021
"8312","034989","BLACKROCK US EQ FTR ROTA ETF","DYNF","09290C103",NA,"6722","525910",NA,NA,2019,2021
"8313","034990","ISHARES FOCUSED VALUE ETF","FOVL","46435U333",NA,"6722","525910",NA,NA,2019,2021
"8314","034997","NETLEASE CORP REAL ESTTE ETF","NETL","26922A248",NA,"6722","525910",NA,NA,2019,2021
"8315","035003","SPDR SSGA FIX INCM SC RT ETF","FISR","78470P507",NA,"6722","525910",NA,NA,2019,2021
"8316","035004","BRIGHAM MINERALS INC","MNRL","10918L103","0001745797","1311","211120","10102020","101020",2017,2021
"8317","035005","ZOOM VIDEO COMUNICATIONS INC","ZM","98980L101","0001585521","7370","519130","45103010","451030",2016,2021
"8318","035006","TURNING POINT THERAPE INC","TPTX","90041T108","0001595893","2836","325414","35201010","352010",2017,2021
"8319","035007","YUNJI INC -ADR","YJ","98873N107","0001759614","5961","454110","25502020","255020",2017,2021
"8320","035008","ENLIVEX THERAPEUTICS LTD","ENLV","M4130Y106","0001596812","2836","325414","35201010","352010",2014,2021
"8321","035009","GREENLANE HOLDINGS INC","GNLN","395330103","0001743745","5047","423990","25501010","255010",2017,2021
"8322","035013","PINTEREST INC","PINS","72352L106","0001506293","7370","519130","50203010","502030",2016,2021
"8323","035014","HOOKIPA PHARMA INC","HOOK","43906K100","0001760542","2836","325414","35201010","352010",2017,2021
"8324","035018","GUARDION HEALTH SCIENCS INC","GHSI","40145Q401","0001642375","2834","325412","30302010","303020",2016,2021
"8325","035021","INNOVATOR US EQTY BUFFER ETF","BAPR","45782C888",NA,"6722","525910",NA,NA,2019,2021
"8326","035022","INNOVATOR US EQ PWR BFR ETF","PAPR","45782C870",NA,"6722","525910",NA,NA,2019,2021
"8327","035023","INNOVATOR US EQ UL ETF -APR","UAPR","45782C805",NA,"6722","525910",NA,NA,2019,2021
"8328","035028","WISDOMTREE INDI ENTRP FD ETF","IXSE","97717Y733",NA,"6722","525910",NA,NA,2019,2021
"8329","035030","POSTAL REALTY TRUST INC","PSTL","73757R102","0001759774","6798","531120","60101040","601010",2017,2021
"8330","035032","SPDR SSGA US SECTOR ROT ETF","XLSR","78470P408",NA,"6722","525910",NA,NA,2019,2021
"8331","035033","ENSCO ROWAN PLC -PRO FORMA","ESV.P","G3199P938",NA,"1381","213111",NA,NA,2017,2018
"8332","035035","KONTOOR BRANDS INC","KTB","50050N103","0001760965","2300","315","25203010","252030",2014,2021
"8333","035038","TUFIN SOFTWARE TECHNOLOGIES","TUFN","M8893U102","0001757399","7372","511210","45103020","451030",2017,2021
"8334","035040","ISHARES IBDS DC 26 TM BD ETF","IBMO","46435U259",NA,"6722","525910",NA,NA,2019,2021
"8335","035046","ISHARES IBD DEC 2028 TRM ETF","IBMQ","46435U325",NA,"6722","525910",NA,NA,2019,2021
"8336","035048","CONVERGE TECH SOLUTIONS CORP","CTSDF","21250C106","0001761157","7370","5415","45102010","451020",2017,2021
"8337","035050","SCOPUS BIOPHARMA INC","SCPS","809171101","0001772028","2836","325414","35201010","352010",2019,2021
"8338","035053","WHOLE EARTH BRANDS INC","FREE","96684W100","0001753706","2090","311999","30202030","302020",2018,2021
"8339","035054","TREVI THERAPEUTICS INC","TRVI","89532M101","0001563880","2834","325412","35202010","352020",2017,2021
"8340","035055","SCIPLAY CORP","SCPL","809087109","0001760717","7372","511210","50202020","502020",2017,2021
"8341","035056","ALCON INC","ALC","H01301128","0001167379","3851","339115","35101020","351010",2016,2021
"8342","035059","SO-YOUNG INTERNATIONAL INC","SY","83356Q108","0001758530","7370","519130","50203010","502030",2017,2021
"8343","035062","TRANSMEDICS GROUP INC","TMDX","89377M109","0001756262","3845","334510","35101010","351010",2016,2021
"8344","035063","ENVEN ENERGY CORPORAT -REDH","ENVN","32999Z934","0001658099","1311","2111","10102020","101020",2017,2018
"8345","035065","AVANTOR INC","AVTR","05352A100","0001722482","3826","334516","35203010","352030",2014,2021
"8346","035071","PROCURE SPACE ETF","UFO","74280R205",NA,"6722","525910",NA,NA,2019,2021
"8347","035072","ISHARES IBONDS DEC 2027 ETF","IBMP","46435U283",NA,"6722","525910",NA,NA,2019,2021
"8348","035073","SOFI NEXT 500 ETF","SFYX","886364306",NA,"6722","525910",NA,NA,2019,2021
"8349","035074","SOFI SELECT 500 ETF","SFY","886364207",NA,"6722","525910","20102010","201020",2019,2021
"8350","035077","UBER TECHNOLOGIES INC","UBER","90353T100","0001543151","4100","485310","20304020","203040",2014,2021
"8351","035078","RED RIVER BANCSHARES INC","RRBI","75686R202","0001071236","6020","522110","40101015","401010",2017,2021
"8352","035079","AGBA ACQUISITION LTD","AGBA","G0120M109","0001769624","9995","999990",NA,NA,2018,2021
"8353","035080","KRANESHARS MSCI CHIN IDX ETF","KEMX","500767769",NA,"6722","525910",NA,NA,2019,2021
"8354","035082","DIAMOND EAGLE ACQ CORP","DEAC","25258L109",NA,"9995","999990",NA,NA,2019,2019
"8355","035083","SPDR GOLD MINISHARES TR","GLDM","98149E303",NA,"6722","525910",NA,NA,2019,2021
"8356","035087","WILLOW BIOSCIENCES INC","CANSF","97111B404","0001833096","2836","325414","35201010","352010",2017,2021
"8357","035089","AXCELLA HEALTH INC","AXLA","05454B105","0001633070","2836","325414","35201010","352010",2017,2021
"8358","035090","NEXTCURE INC","NXTC","65343E108","0001661059","2836","325414","35201010","352010",2017,2021
"8359","035091","APPLIED THERAPEUTICS INC","APLT","03828A101","0001697532","2836","325414","35201010","352010",2017,2021
"8360","035092","GLOBAL X CLOUD COMPUTING ETF","CLOU","37954Y442",NA,"6722","525910",NA,NA,2019,2021
"8361","035099","MAYVILLE ENGNERING CMPNY INC","MEC","578605107","0001766368","3460","33211","20106020","201060",2017,2021
"8362","035100","MILESTONE PHARMACEUTICLS INC","MIST","59935V107","0001408443","2836","325414","35202010","352020",2017,2021
"8363","035101","SOUTH PLAINS FINANCIAL INC","SPFI","83946P107","0001163668","6020","522110","40101015","401010",2017,2021
"8364","035102","CORTEXYME INC","CRTX","22053A107","0001662774","2836","325414","35201010","352010",2017,2021
"8365","035103","CONVERSIONPOINT HOLDI -REDH","CPTI","21255G102","0001761369","7370","519130",NA,NA,2017,2018
"8366","035104","SONIM TECHNOLOGIES INC","SONM","83548F200","0001178697","3663","334220","45202030","452020",2017,2021
"8367","035105","HEALTH SCNCES ACQ CORP","HSAC","42227C102",NA,"9995","999990",NA,NA,2018,2018
"8368","035106","GOLDMAN SACHS ACS ULT ST ETF","GSST","381430230",NA,"6722","525910",NA,NA,2019,2021
"8369","035107","ADVISORSHARES PURE CNBS ETF","YOLO","00768Y495",NA,"6722","525910",NA,NA,2019,2021
"8370","035109","ISHARES SELF DRIVING EV ETF","IDRV","46435U366",NA,"6722","525910",NA,NA,2019,2021
"8371","035112","PROFICIENT ALPHA ACQ CORP","PAAC","74317H105","0001764711","9995","999990",NA,NA,2018,2019
"8372","035113","GLOBAL X RUS 2000 CVRD ETF","RYLD","37954Y459",NA,"6722","525910",NA,NA,2019,2021
"8373","035117","PACER US CASH COW GROWTH ETF","BUL","69374H667",NA,"6722","525910",NA,NA,2019,2021
"8374","035120","FASTLY INC","FSLY","31188V100","0001517413","7370","519130","45102030","451020",2017,2021
"8375","035121","SEQLL INC","SQL","81734C106","0001605888","2836","325414","35203010","352030",2019,2021
"8376","035122","LANDCADIA HOLDINGS II INC","LCA.3","51476X105",NA,"9995","999990",NA,NA,2017,2019
"8377","035130","VIRTUS SEIX SENIOR LOAN ETF","SEIX","92790A405",NA,"6722","525910",NA,NA,2019,2021
"8378","035131","PRINCIPAL ULTSHRT ACT ETF","USI","74255Y813",NA,"6722","525910",NA,NA,2019,2021
"8379","035132","HEADHUNTER GROUP PLC -ADR","HHR","42207L106","0001721181","7370","519130","20202010","202020",2018,2021
"8380","035133","SLACK TECHNOLOGIES INC","WORK","83088V102","0001764925","7370","519130","45103010","451030",2016,2020
"8381","035134","GX ACQUISITION CORP","GXGX","36251A107","0001752828","9995","999990",NA,NA,2018,2020
"8382","035135","PELOTON THERAPEUTICS  -REDH","PLTX","70699H937","0001525145","2836","325414","35201010","352010",2017,2018
"8383","035136","IDEAYA BIOSCIENCES INC","IDYA","45166A102","0001676725","2836","325414","35201010","352010",2017,2021
"8384","035137","BICYCLE THERAPEUTICS PLC","BCYC","088786108","0001761612","2836","325414","35201010","352010",2017,2021
"8385","035148","TIMOTHY PLAN HI DVD STCK ETF","TPHD","887432326",NA,"6722","525910",NA,NA,2019,2021
"8386","035149","TIMOTHY PLAN US LRG CORE ETF","TPLC","887432359",NA,"6722","525910",NA,NA,2019,2021
"8387","035152","DIGITAL BRANDS GRP INC","DBGI","25401N101","0001668010","5961","454110","25502020","255020",2019,2021
"8388","035154","CODIAK BIOSCIENCES IN","CDAK","192010106","0001659352","2836","325414","35201010","352010",2018,2021
"8389","035155","PACER EMG MKTS COWS 100 ETF","ECOW","69374H865",NA,"6722","525910",NA,NA,2019,2021
"8390","035157","PACER TRENDPILOT INTL ETF","PTIN","69374H683",NA,"6722","525910",NA,NA,2019,2021
"8391","035158","PARSONS CORP","PSN","70202L102","0000275880","7370","519130","20101010","201010",2014,2021
"8392","035160","SOLARMAX TECHNOLOGY I -REDH","SMXT","38399F931","0001519472","8711","541330",NA,NA,2017,2018
"8393","035162","PACER CASH COWS FUNDS ETF","HERD","69374H659",NA,"6722","525910",NA,NA,2019,2021
"8394","035163","PACER TRENDPILOT FD FDS ETF","TRND","69374H675",NA,"6722","525910",NA,NA,2019,2021
"8395","035168","CORTEVA INC","CTVA","22052L104","0001755672","0100","111","15101030","151010",2015,2021
"8396","035169","LUCKIN COFFEE INC -ADR","LKNCY","54951L109","0001767582","5961","454110","25301040","253010",2017,2021
"8397","035170","INVESCO INVEST GD VAL ETF","IIGV","46139W601",NA,"6722","525910",NA,NA,2019,2021
"8398","035171","INVESCO EMRG MKT DBT VAL ETF","IEMV","46139W205",NA,"6722","525910",NA,NA,2019,2019
"8399","035172","INVESCO MF CORE FI ETF","IMFC","46139W700",NA,"6722","525910",NA,NA,2019,2019
"8400","035173","INVESCO MF CR PLS ETF","IMFP","46139W809",NA,"6722","525910",NA,NA,2019,2019
"8401","035174","INVESCO CRPRATE INCM VAL ETF","IHYV","46139W403",NA,"6722","525910",NA,NA,2019,2019
"8402","035175","INVESCO INVSTMNT GRD DEF ETF","IIGD","46139W502",NA,"6722","525910",NA,NA,2019,2021
"8403","035176","INVESCO CRPRATE INCM DEF ETF","IHYD","46139W304",NA,"6722","525910",NA,NA,2019,2019
"8404","035181","ACCELERATE PRIVT EQ FD ETF","ALFA.","00436R104",NA,"6722","525910",NA,NA,2019,2019
"8405","035182","CROWDSTRIKE HOLDINGS INC","CRWD","22788C105","0001535527","7370","518210","45103020","451030",2016,2021
"8406","035186","IM DBI MANGD FUTUR STRGY ETF","DBMF","53700T827",NA,"6722","525910",NA,NA,2019,2021
"8407","035187","SOFI 50 ETF","SFYF","886364405",NA,"6722","525910",NA,NA,2019,2021
"8408","035188","SOFI GIG ECONOMY ETF","GIGE","886364504",NA,"6722","525910",NA,NA,2019,2021
"8409","035189","PIVOTAL INVEST CORP II","PIC","72582K100",NA,"9995","999990",NA,NA,2019,2019
"8410","035190","ACCELERATE EN BM ALTERN FUND","ATSX.","00436P108",NA,"6722","525910",NA,NA,2019,2021
"8411","035191","CHINA VTV LTD","CVTV","16954T108","0001639234","7370","519130","50203010","502030",2018,2019
"8412","035193","AMPLIFY LENDI CRWDFUDING ETF","LEND","032108862",NA,"6722","525910",NA,NA,2019,2020
"8413","035194","TD ACTIVE GLBL ENCD DIVD ETF","TGED.","87241P100",NA,"6722","525910",NA,NA,2019,2021
"8414","035195","TD Q INTERNATONL LOW VOL ETF","TILV.","87241K101",NA,"6722","525910",NA,NA,2019,2021
"8415","035196","TD GLOBAL TECH LEDS INDX ETF","TEC.","87241G100",NA,"6722","525910",NA,NA,2019,2021
"8416","035197","ISHARES HIG YIELD INCOME ETF","IBHB","46435U176",NA,"6722","525910",NA,NA,2019,2021
"8417","035198","ISHARES 25 HIG YILD INC ETF","IBHE","46435U168",NA,"6722","525910",NA,NA,2019,2021
"8418","035199","ISHARES 21 HIG YILD INCM ETF","IBHA","46435U226",NA,"6722","525910",NA,NA,2019,2020
"8419","035200","ISHARES 24 HIG YILD INCO ETF","IBHD","46435U184",NA,"6722","525910",NA,NA,2019,2021
"8420","035201","ISHARES 23 HIG YIED INCO ETF","IBHC","46435U150",NA,"6722","525910",NA,NA,2019,2021
"8421","035205","ACCELERATE ABST RETN FD ETF","HDGE.","00435W104",NA,"6722","525910",NA,NA,2019,2021
"8422","035206","ISHARES  MSCI USA LEDERS ETF","SUSL","46435U218",NA,"6722","525910",NA,NA,2019,2021
"8423","035207","GAOTU TECHEDU INC -ADR","GOTU","36257Y109","0001768259","8200","61","25302010","253020",2017,2021
"8424","035209","TACTICAL INCOME ETF","TBND","19423L854",NA,"6722","525910",NA,NA,2019,2019
"8425","035210","ATERIAN INC","ATER","02156U101","0001757715","3634","335210","25201040","252010",2016,2021
"8426","035211","CLARIVATE PLC","CLVT","G21810109","0001764046","7370","518210","20202020","202020",2017,2021
"8427","035212","QUADRATIC INTS INFLATION ETF","IVOL","500767736",NA,"6722","525910",NA,NA,2019,2021
"8428","035213","XYNOMIC PHARMACEU HLDNGS INC","XYNO","98421X102","0001697805","2834","325412","35201010","352010",2018,2019
"8429","035214","ACQUIRERS FUND ETF (THE)","ZIG","26922A263",NA,"6722","525910",NA,NA,2019,2021
"8430","035218","VANECK MUNI ALLOCATION ETF","MAAX","92189H508",NA,"6722","525910",NA,NA,2019,2021
"8431","035219","HORIZONS GLBL URAM INDEX ETF","HURA.","44055K107",NA,"6722","525910",NA,NA,2019,2021
"8432","035222","FIVERR INTERNATIONAL LTD","FVRR","M4R82T106","0001762301","7370","519130","25502020","255020",2017,2021
"8433","035223","RED CAT HOLDINGS INC","RCAT","75644T100","0000748268","7370","519130","45203010","452030",2018,2020
"8434","035225","QRAFT AI US LRGE CAP MTM ETF","AMOM","30151E780",NA,"6722","525910",NA,NA,2019,2021
"8435","035226","QRAFT AI ED US LARGE CAP ETF","QRFT","30151E798",NA,"6722","525910",NA,NA,2019,2021
"8436","035231","PURPOSE ENHCD PRE YLD FD ETF","PAYF.","74642M100",NA,"6722","525910",NA,NA,2019,2021
"8437","035232","WISDOMTREE MRN TCH PF FD ETF","PLAT","97717Y717",NA,"6722","525910",NA,NA,2019,2021
"8438","035238","AGFIQ DYNAMIC HDGD US EQ ETF","USHG","00110G507",NA,"6722","525910",NA,NA,2019,2020
"8439","035239","AGFIQ GLOBAL INFRA ETF","GLIF","00110G606",NA,"6722","525910",NA,NA,2019,2021
"8440","035240","FREEDOM 100 EMERGIG MKTS ETF","FRDM","02072L607",NA,"6722","525910",NA,NA,2019,2021
"8441","035245","ENDEAVOR GROUP HOLDINGS","EDR","29260Y109","0001766363","7900","711","50202010","502020",2016,2021
"8442","035246","PRIAM PROPERTIES INC -REDH","PRMI","74199K937","0001748669","6798","5311","60101040","601010",2017,2018
"8443","035247","FELLAZO INC","FLZOF","G3362K112","0001771928","9995","999990",NA,NA,2018,2018
"8444","035249","BETAPRO MRIJA CMPN INVSE ETF","HMJI.","08664J108",NA,"6722","525910",NA,NA,2019,2021
"8445","035250","BETAPRO MARIJUNA COMP 2X ETF","HMJU.","08663R309",NA,"6722","525910",NA,NA,2019,2021
"8446","035251","AYR WELLNESS INC","AYRWF","05475P109","0001847462","2834","325412","35202010","352020",2018,2021
"8447","035252","INNOVATOR US EQ UL ETF -JUN","UJUN","45782C730",NA,"6722","525910",NA,NA,2019,2021
"8448","035254","PERSONALIS INC","PSNL","71535D106","0001527753","2835","325413","35203010","352030",2017,2021
"8449","035255","STOKE THERAPEUTICS INC","STOK","86150R107","0001623526","2836","325414","35201010","352010",2017,2021
"8450","035260","WBI BLLBAR US 3000 TL RN ETF","WBIT","00400R841",NA,"6722","525910",NA,NA,2019,2021
"8451","035264","BRIDGEBIO PHARMA INC","BBIO","10806X102","0001743881","2836","325414","35201010","352010",2017,2021
"8452","035265","DERMAVANT SCIENCES LTD -REDH","DRMT","G2818U104","0001753483","2836","325412","35202010","352020",2017,2018
"8453","035266","PREVAIL THERAPEUTICS INC","PRVL","74140Y101","0001714798","2836","325414","35201010","352010",2017,2019
"8454","035267","AKERO THERAPEUTICS INC","AKRO","00973Y108","0001744659","2836","325414","35201010","352010",2017,2021
"8455","035268","BAIKANG BIO GP HLD LTD -REDH","BKSW","G0703G107","0001759528","2834","325412","30302010","303020",2016,2017
"8456","035269","TO PROSPERITY TECH INC -REDH","BCHT","88899T931","0001773810","6141","522220","40202010","402020",2017,2018
"8457","035270","ATRECA INC","BCEL","04965G109","0001532346","2836","325414","35201010","352010",2017,2021
"8458","035279","ADAPTIVE BIOTECH CORP","ADPT","00650F109","0001478320","2835","325413","35203010","352030",2017,2021
"8459","035280","MORPHIC HOLDING INC","MORF","61775R105","0001679363","2836","325414","35201010","352010",2017,2021
"8460","035285","INNOVATOR US EQ PWR ETF -JUN","PJUN","45782C748",NA,"6722","525910",NA,NA,2019,2021
"8461","035286","INNOVATOR US EQ BFR ETF -JUN","BJUN","45782C755",NA,"6722","525910",NA,NA,2019,2021
"8462","035287","CHEWY INC","CHWY","16679L109","0001766502","5961","454110","25502020","255020",2014,2021
"8463","035288","REALREAL INC (THE)","REAL","88339P101","0001573221","7370","519130","25502020","255020",2017,2021
"8464","035289","SOUTH MOUNTAIN MERGER CORP","SMMC","838884104",NA,"9995","999990",NA,NA,2019,2019
