"NAME","NAMEHCR","STALP","STNAME","BKCLASS","ASSET","CERT","FED_RSSD","org_name","commented","Commented","mean_ASSET","median_ASSET","mean_ASSET_type","median_ASSET_type"
"Peoples State Bank & Trust Company",NA,"OK","Oklahoma","NM",20176000,19522,351159,"peoples state bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Exchange Bank of Osceola, National Association",NA,"FL","Florida","N",44374000,19523,837831,"exchange bank of osceola, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Community National Bank of Warrensville Heights",NA,"OH","Ohio","N",15927000,19524,261922,"community national bank of warrensville heights",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Mt. McKinley Bank",NA,"AK","Alaska","SB",392197000,19525,542667,"mt. mckinley bank",FALSE,"Did not comment",915546343.628809,95742500,878777987.0317,286179000
"National Bank of Commerce of Birmingham",NA,"AL","Alabama","N",1469314000,19526,682732,"national bank of commerce of birmingham",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Williamsburg National Bank",NA,"VA","Virginia","N",15167000,19527,610427,"williamsburg national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Atlantic Bank of Largo",NA,"FL","Florida","NM",73601000,19528,665230,"atlantic bank of largo",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Indian Head National Bank",NA,"NH","New Hampshire","N",967552000,19529,287904,"indian head national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Manufacturers Hanover Trust Company/Capital Region",NA,"NY","New York","NM",105587000,19530,430607,"manufacturers hanover trust company/capital region",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Machias Savings Bank","Machias Bancorp, Mhc","ME","Maine","SB",1286165000,19531,137205,"machias savings bank",FALSE,"Did not comment",915546343.628809,95742500,878777987.0317,286179000
"Skowhegan Savings Bank",NA,"ME","Maine","SB",582700000,19532,401906,"skowhegan savings bank",TRUE,"Commented",2565978874.81297,145717500,890776450.331126,482761000
"First State Bank of Alabama",NA,"AL","Alabama","NM",109166000,19533,608536,"first state bank of alabama",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Ellis Springs Bank, National Association",NA,"FL","Florida","N",48227000,19534,384933,"ellis springs bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Hawkeye State Bank",NA,"IA","Iowa","NM",154355000,19535,648448,"hawkeye state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"South Central Bank, National Association","First Business Bancorp Co.","IL","Illinois","N",274497000,19536,18135,"south central bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Pineland State Bank",NA,"NJ","New Jersey","NM",100813000,19537,514712,"pineland state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Second National Bank of Richmond",NA,"VA","Virginia","N",35191000,19538,349428,"second national bank of richmond",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"International City Bank and Trust Company",NA,"LA","Louisiana","NM",177668000,19539,344030,"international city bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Pioneer Bank","Pioneer Development Company","IA","Iowa","NM",156416000,19540,300942,"pioneer bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Cameron State Bank",NA,"LA","Louisiana","NM",721866000,19541,472335,"cameron state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Southeast National Bank of Coral Way",NA,"FL","Florida","N",116936000,19542,990138,"southeast national bank of coral way",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Central Bank Academy Boulevard, National Association",NA,"CO","Colorado","N",43344000,19543,711856,"central bank academy boulevard, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First Madison Valley Bank","Jackass Creek Land & Livestock Company","MT","Montana","NM",152057000,19544,596455,"first madison valley bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Republic Bank of New York",NA,"NY","New York","SM",49190234000,19545,31415,"republic bank of new york",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"The Jefferson Guaranty Bank",NA,"LA","Louisiana","NM",301481000,19546,981033,"the jefferson guaranty bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Commerce Bank of Willard",NA,"MO","Missouri","NM",14620000,19547,319355,"commerce bank of willard",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Northeast Bank of Guilford",NA,"ME","Maine","NM",39432000,19548,244608,"northeast bank of guilford",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Northeast Bank & Trust Co.",NA,"ME","Maine","NM",104040000,19549,584809,"northeast bank & trust co.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank One, Cleveland, National Association",NA,"OH","Ohio","N",420386000,19550,763510,"bank one, cleveland, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Frontier State Bank",NA,"TX","Texas","NM",73233000,19551,590257,"frontier state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"M&I Bank of Beloit",NA,"WI","Wisconsin","SM",148647000,19552,513247,"m&i bank of beloit",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"High Trust Bank",NA,"GA","Georgia","NM",180340000,19554,770433,"high trust bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"MBank Greenway",NA,"TX","Texas","NM",184392000,19555,25254,"mbank greenway",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank One, Appleton, National Association",NA,"WI","Wisconsin","N",428387000,19556,106443,"bank one, appleton, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Colona Avenue State Bank",NA,"IL","Illinois","NM",38636000,19557,580137,"colona avenue state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Guaranty Bank & Trust Company of Morgan City",NA,"LA","Louisiana","NM",64831000,19558,152534,"guaranty bank & trust company of morgan city",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Texas Bank",NA,"TX","Texas","NM",467631000,19559,232856,"texas bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Lexington State Bank",NA,"SC","South Carolina","NM",566911000,19560,62222,"the lexington state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Bank of Greeley",NA,"CO","Colorado","NM",61450000,19561,267951,"the bank of greeley",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Hampton",NA,"GA","Georgia","NM",12036000,19562,222530,"bank of hampton",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Twin Lakes National Bank",NA,"KS","Kansas","N",143905000,19563,621852,"twin lakes national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Noland Road Mercantile Bank",NA,"MO","Missouri","NM",135395000,19564,745851,"noland road mercantile bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Montana Bank of South Missoula",NA,"MT","Montana","NM",69874000,19565,618955,"montana bank of south missoula",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Tennessee Bank, Morristown, Tennessee",NA,"TN","Tennessee","NM",59319000,19566,101336,"first tennessee bank, morristown, tennessee",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Cole Taylor Bank/Ford City",NA,"IL","Illinois","NM",306980000,19567,93936,"cole taylor bank/ford city",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bergen State Bank",NA,"NJ","New Jersey","NM",139838000,19568,874201,"bergen state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"State Bank of Cologne",NA,"MN","Minnesota","NM",16691000,19569,116750,"state bank of cologne",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Virginia-Lynchburg",NA,"VA","Virginia","NM",11105000,19570,299925,"bank of virginia-lynchburg",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Capitol Bank and Trust Company",NA,"MA","Massachusetts","NM",485550000,19572,938309,"capitol bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Lakeside Bank","Lakeside Bancorp, Inc.","IL","Illinois","NM",1483857000,19573,201834,"lakeside bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Missouri Delta Bank",NA,"MO","Missouri","NM",9116000,19574,1013146,"missouri delta bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Banco de Ahorro de Puerto Rico",NA,"PR","Puerto Rico","SB",9940000,19575,632812,"banco de ahorro de puerto rico",FALSE,"Did not comment",915546343.628809,95742500,878777987.0317,286179000
"Trust Company of Troup County",NA,"GA","Georgia","NM",62106000,19576,947338,"trust company of troup county",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Ellis National Bank of Ormond Beach",NA,"FL","Florida","N",19606000,19577,376134,"ellis national bank of ormond beach",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Crater National Bank",NA,"OR","Oregon","N",51515000,19578,715069,"crater national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Fillmore County Bank",NA,"NE","Nebraska","NM",11975000,19579,265050,"fillmore county bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bell Bank","State Bankshares, Inc.","ND","North Dakota","NM",4426653000,19581,929352,"bell bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Union Bank In Liquidation",NA,"MO","Missouri","NM",456366000,19582,687858,"union bank in liquidation",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mark Twain Plaza Bank",NA,"MO","Missouri","NM",65550000,19583,801757,"mark twain plaza bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Community National Mercantile Bank",NA,"MO","Missouri","N",25701000,19584,933153,"community national mercantile bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Liberty National Bank of Lexington",NA,"KY","Kentucky","N",265433000,19586,214816,"liberty national bank of lexington",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Colonial Bank",NA,"MO","Missouri","NM",218627000,19587,950057,"colonial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Ashland, Inc.",NA,"KY","Kentucky","NM",167686000,19588,187910,"bank of ashland, inc.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Northern State Bank of Virginia","Kes Bancshares, Inc.","MN","Minnesota","NM",62060000,19589,774253,"northern state bank of virginia",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Altamaha Bank and Trust Company","Altamaha Bancshares, Inc.","GA","Georgia","NM",159717000,19590,199436,"altamaha bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Bank of Harrisburg",NA,"IL","Illinois","NM",28544000,19591,653040,"the bank of harrisburg",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Lake City United Bank",NA,"WI","Wisconsin","NM",37555000,19592,730240,"lake city united bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"1st Security Bank of West Yellowstone, Montana",NA,"MT","Montana","NM",37865000,19593,567053,"1st security bank of west yellowstone, montana",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"American Bank",NA,"LA","Louisiana","NM",58401000,19594,312431,"american bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Commercial Bank","Commercial Company, Inc.","TX","Texas","NM",45238000,19595,491653,"the commercial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Chicopee Bank & Trust Company",NA,"MA","Massachusetts","NM",10869000,19596,179009,"chicopee bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"USTrust",NA,"MA","Massachusetts","NM",452335000,19597,174303,"ustrust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First National Bank of Selmer",NA,"TN","Tennessee","N",42328000,19598,500153,"first national bank of selmer",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Society National Bank of Northwest Ohio",NA,"OH","Ohio","N",289258000,19599,475318,"society national bank of northwest ohio",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Academy Bank, National Association","Dickinson Financial Corporation Ii","CO","Colorado","N",1151482000,19600,535753,"academy bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Associated Bank",NA,"IL","Illinois","NM",347617000,19601,336932,"associated bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Community Bank",NA,"TX","Texas","NM",41952000,19602,700869,"community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"HomeTown Bank, National Association","Moody Bancshares, Inc.","TX","Texas","N",571345000,19603,393953,"hometown bank, national association",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"Peoples State Bank & Trust",NA,"GA","Georgia","NM",85510000,19604,1013735,"peoples state bank & trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First of America Bank-Quad Cities, National Association",NA,"IL","Illinois","N",340551000,19605,818643,"first of america bank-quad cities, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
